"","Astrocytes","Excitatory Neurons","Inhibitory Neurons","Microglia","OPCs","Oligodendrocytes","Vascular Cells"
"Lipf",0,1,0,0,0,0,0
"Lipg",0,6,1,0,0,1,0
"Liph",0,0,0,1,0,0,0
"Lipi",0,0,0,0,0,0,0
"Lipk",0,1,0,0,0,0,0
"Lipm",0,2,0,0,0,0,0
"Lipo1",0,3,0,0,0,0,0
"Lipo2",0,2,2,0,0,0,0
"Lipo3",2,7,4,1,1,3,1
"Lipo4",0,0,0,0,0,0,0
"Lipt1",1,3,1,1,1,0,0
"Lipt2",0,1,0,0,0,0,0
"Litaf",0,2,1,1,0,3,0
"Lix1",4,6,4,1,0,4,1
"Lix1l",1,4,2,0,3,0,1
"Llgl1",2,21,14,2,0,14,0
"Llgl2",1,8,2,1,0,1,0
"Llph",2,3,2,1,2,3,1
"Lman1",10,13,12,6,10,12,5
"Lman1l",0,4,1,0,0,0,1
"Lman2",5,7,8,3,3,4,2
"Lman2l",2,11,8,3,3,4,2
"Lmbr1",6,21,15,0,6,9,3
"Lmbr1l",4,12,9,1,2,4,0
"Lmbrd1",15,17,16,8,7,16,9
"Lmbrd2",14,17,17,10,9,17,4
"Lmcd1",2,3,2,1,0,1,0
"Lmf1",6,14,9,2,3,9,1
"Lmf2",5,8,5,2,1,4,2
"Lmln",3,16,10,3,2,3,2
"Lmna",5,13,8,5,3,7,3
"Lmnb1",2,10,8,3,2,5,0
"Lmnb2",2,11,10,1,4,3,0
"Lmntd1",2,1,2,0,1,0,2
"Lmntd2",0,1,0,0,1,1,1
"Lmo1",2,4,2,0,1,0,1
"Lmo2",0,3,4,2,0,1,0
"Lmo3",3,6,3,0,3,1,1
"Lmo4",3,5,4,1,1,4,3
"Lmo7",5,35,24,4,2,13,4
"Lmod3",0,1,1,0,0,0,0
"Lmtk2",4,15,12,3,2,11,1
"Lmtk3",9,18,17,3,6,14,5
"Lmx1b",0,0,0,0,0,0,1
"Lnp1",0,1,0,0,0,0,0
"Lnpep",17,20,18,11,8,18,5
"Lnpk",9,18,17,8,5,14,3
"Lnx1",1,11,9,4,6,6,1
"Lnx2",0,5,0,0,1,0,0
"Lonp1",8,18,12,3,3,11,2
"Lonp2",11,17,13,7,8,9,5
"Lonrf1",0,11,11,1,2,8,2
"Lonrf2",3,11,11,1,1,8,1
"Lonrf3",5,7,3,1,2,4,2
"Lox",0,0,0,0,0,0,1
"Loxhd1",0,7,1,0,0,0,0
"Loxl1",4,0,0,0,0,0,2
"Loxl2",0,2,2,0,0,1,1
"Loxl3",4,0,0,1,1,3,0
"Loxl4",0,0,0,0,0,0,0
"Lpar1",1,3,2,0,0,5,1
"Lpar2",0,1,0,0,0,0,0
"Lpar4",2,1,0,0,0,2,1
"Lpcat1",6,14,12,5,7,8,0
"Lpcat2",2,13,5,12,7,10,2
"Lpcat3",9,14,9,7,5,8,4
"Lpcat4",3,14,11,5,1,6,2
"Lpgat1",5,11,11,4,4,9,4
"Lpin1",6,22,13,3,3,6,2
"Lpin2",11,22,19,8,8,12,3
"Lpin3",0,0,1,0,0,0,1
"Lpl",1,9,6,1,0,3,1
"Lpo",0,2,0,0,0,0,0
"Lpp",14,10,10,4,5,6,2
"Lpxn",0,2,0,2,0,2,0
"Lrat",0,0,0,0,0,0,0
"Lratd1",0,1,1,0,0,1,0
"Lratd2",0,1,1,0,0,0,0
"Lrba",24,54,45,10,17,33,6
"Lrch1",6,20,14,7,4,10,0
"Lrch2",6,22,19,3,7,13,3
"Lrch3",13,27,20,12,11,20,8
"Lrch4",0,0,0,1,0,0,0
"Lrfn1",0,6,2,1,1,1,1
"Lrfn2",0,2,2,0,2,1,0
"Lrfn3",1,2,1,0,0,1,0
"Lrfn4",0,2,2,1,0,1,0
"Lrfn5",2,6,6,2,4,4,2
"Lrguk",1,18,5,0,1,5,0
"Lrif1",4,10,7,2,4,6,3
"Lrig1",12,18,10,1,1,7,2
"Lrig2",11,17,15,8,6,11,5
"Lrig3",3,6,7,2,4,8,1
"Lrmda",1,1,1,4,4,2,1
"Lrp1",60,88,79,37,49,47,24
"Lrp10",4,6,5,1,1,4,0
"Lrp11",5,8,8,1,6,6,0
"Lrp12",4,7,7,1,4,5,1
"Lrp1b",40,107,86,16,41,65,12
"Lrp2",0,1,1,0,0,0,0
"Lrp2bp",0,3,2,0,0,0,0
"Lrp3",2,8,7,0,3,2,1
"Lrp4",21,21,4,1,11,8,2
"Lrp5",4,5,2,7,4,1,2
"Lrp6",12,23,17,6,5,10,3
"Lrp8",7,25,20,1,3,7,2
"Lrpap1",8,10,8,6,7,5,3
"Lrpprc",21,41,36,14,13,26,10
"Lrrc1",4,9,7,0,0,7,2
"Lrrc14",3,8,4,4,2,2,1
"Lrrc17",0,0,0,0,0,0,1
"Lrrc2",2,7,0,0,1,1,0
"Lrrc20",1,3,2,0,0,1,0
"Lrrc23",1,3,0,0,0,0,0
"Lrrc24",1,5,6,0,1,3,0
"Lrrc25",0,0,0,1,0,0,0
"Lrrc27",1,9,2,0,0,0,0
"Lrrc28",2,14,8,2,2,8,0
"Lrrc29",2,1,1,1,1,2,0
"Lrrc3",0,1,0,0,0,0,0
"Lrrc32",0,1,0,0,0,0,0
"Lrrc34",0,0,0,2,0,0,0
"Lrrc36",1,4,1,0,0,0,0
"Lrrc38",0,0,1,0,0,0,0
"Lrrc39",0,1,1,4,0,0,0
"Lrrc3b",0,2,1,0,0,0,0
"Lrrc4",0,0,0,0,0,0,0
"Lrrc40",5,15,10,0,3,6,1
"Lrrc41",1,11,6,2,0,3,0
"Lrrc42",3,7,6,1,4,6,1
"Lrrc43",0,12,0,0,0,1,0
"Lrrc45",8,22,15,7,5,14,2
"Lrrc46",1,3,1,0,0,0,0
"Lrrc47",2,8,7,0,1,3,1
"Lrrc49",11,25,21,3,13,16,5
"Lrrc4b",3,3,3,1,0,2,0
"Lrrc4c",7,11,11,1,9,6,4
"Lrrc51",3,6,2,1,1,3,0
"Lrrc55",0,1,1,0,0,0,0
"Lrrc56",0,3,0,0,0,0,0
"Lrrc57",5,8,6,2,2,6,1
"Lrrc58",3,4,4,1,1,3,2
"Lrrc59",1,6,6,2,1,4,0
"Lrrc6",1,16,6,0,0,5,1
"Lrrc61",0,0,1,0,0,0,0
"Lrrc63",0,0,0,0,0,2,0
"Lrrc66",0,1,0,0,0,0,0
"Lrrc69",0,2,1,0,0,0,0
"Lrrc7",5,42,33,7,12,18,10
"Lrrc71",1,0,0,0,0,0,0
"Lrrc73",4,6,5,1,1,4,1
"Lrrc74a",0,0,0,0,0,1,0
"Lrrc74b",1,4,0,0,0,0,0
"Lrrc75a",0,4,3,0,0,2,0
"Lrrc75b",2,1,1,0,0,2,0
"Lrrc8a",1,1,1,0,0,0,0
"Lrrc8b",2,4,4,1,1,3,0
"Lrrc8c",4,5,3,0,0,3,0
"Lrrc8d",0,4,3,2,2,3,0
"Lrrc9",12,12,8,1,2,6,1
"Lrrcc1",16,24,23,13,14,20,10
"Lrrd1",0,0,1,0,0,0,0
"Lrrfip1",7,29,24,5,10,9,7
"Lrrfip2",8,19,18,9,10,16,6
"Lrriq1",6,33,13,2,3,9,3
"Lrriq3",2,9,3,0,2,5,0
"Lrrk1",3,2,1,7,0,0,7
"Lrrk2",22,53,44,4,8,18,9
"Lrrn1",0,1,1,0,1,1,0
"Lrrn2",0,1,1,1,0,0,0
"Lrrn3",0,1,1,0,1,1,0
"Lrrn4",0,3,0,0,0,0,0
"Lrrtm1",0,3,3,0,0,0,0
"Lrrtm2",1,2,2,1,1,1,0
"Lrrtm3",2,3,3,3,2,2,2
"Lrrtm4",0,4,3,1,3,2,0
"Lrsam1",2,22,10,2,2,7,1
"Lrtm2",2,4,3,0,1,0,0
"Lrwd1",1,11,8,2,4,4,3
"Lsamp",17,21,17,5,15,14,5
"Lsg1",10,16,11,6,7,13,5
"Lsm1",2,4,3,0,2,3,1
"Lsm10",0,2,1,0,0,0,0
"Lsm11",0,3,3,0,0,2,0
"Lsm12",4,5,4,3,3,4,2
"Lsm14a",5,12,7,4,4,7,3
"Lsm14b",5,9,9,2,3,9,2
"Lsm2",0,4,3,1,1,1,0
"Lsm3",2,3,3,2,3,3,1
"Lsm4",4,4,2,2,2,2,1
"Lsm5",4,5,5,2,2,4,1
"Lsm6",6,5,6,2,2,4,4
"Lsm7",3,8,6,3,2,4,2
"Lsm8",2,3,3,0,1,2,1
"Lsmem1",0,3,2,0,0,0,0
"Lsp1",2,5,3,0,0,0,1
"Lsr",1,2,1,1,0,1,1
"Lss",9,17,10,0,3,10,2
"Lst1",1,3,2,2,1,2,0
"Lta",0,1,0,0,0,0,0
"Lta4h",5,18,16,4,4,16,5
"Ltb",0,0,0,0,0,0,0
"Ltbp1",10,20,11,1,11,8,3
"Ltbp2",0,2,7,0,0,0,1
"Ltbp3",13,26,22,1,7,10,5
"Ltbp4",6,35,21,0,4,13,7
"Ltbr",3,4,1,1,1,1,0
"Ltc4s",1,3,4,5,1,4,1
"Ltk",0,18,6,0,0,3,0
"Ltn1",19,32,29,7,18,29,7
"LTO1",1,6,4,0,1,2,0
"Ltv1",2,11,8,1,0,6,0
"Luc7l",8,12,10,5,8,9,5
"Luc7l2",18,30,25,10,10,19,8
"Luc7l3",11,19,14,9,10,14,9
"Lum",0,0,0,0,0,0,1
"Lurap1",1,1,1,0,0,0,0
"Lurap1l",0,1,1,0,0,0,0
"Luzp1",2,5,5,0,3,2,3
"Luzp2",12,12,11,3,11,11,3
"Lvrn",0,1,0,0,0,0,0
"Lxn",5,5,2,2,1,2,1
"Ly6a",0,0,0,1,0,0,0
"Ly6c1",0,1,0,0,0,0,0
"Ly6c2",0,0,0,0,0,0,0
"Ly6d",0,0,0,1,0,0,0
"Ly6e",1,8,3,3,1,1,0
"Ly6g6e",0,1,0,0,0,0,0
"Ly6g6f",0,0,0,0,0,1,0
"Ly6h",1,6,6,1,3,2,1
"Ly6m",0,1,1,0,0,0,0
"Ly75",0,6,0,1,0,1,0
"Ly86",0,4,0,4,0,2,1
"Ly9",0,0,1,2,0,0,0
"Ly96",2,5,3,3,3,5,2
"Lyar",6,10,8,3,0,6,0
"Lyl1",0,0,0,2,0,0,0
"Lyn",2,3,3,9,2,2,4
"Lynx1",2,4,3,1,0,2,1
"Lypd1",0,4,1,0,0,2,0
"Lypd2",0,0,0,0,0,0,1
"Lypd4",0,0,0,0,0,0,0
"Lypd6",3,5,5,0,0,2,0
"Lypd6b",0,12,9,0,0,0,1
"Lypla1",0,0,0,0,0,0,0
"Lypla2",2,9,6,1,1,4,1
"Lyplal1",3,5,5,0,1,2,1
"Lyrm1",0,12,7,0,0,0,0
"Lyrm2",2,2,2,1,1,2,1
"Lyrm4",2,3,3,2,3,2,2
"Lyrm7",6,16,6,0,0,5,0
"Lyrm9",4,5,5,1,0,2,0
"Lysmd1",0,1,1,0,0,0,0
"Lysmd2",1,3,2,0,0,1,2
"Lysmd3",2,5,3,3,1,4,1
"Lysmd4",3,5,4,1,1,1,1
"Lyst",22,56,45,12,12,29,13
"Lyve1",0,1,0,2,0,0,0
"Lyz1",0,0,0,0,0,0,0
"Lyz2",0,0,0,1,0,0,0
"Lyzl4",1,4,2,2,0,1,1
"Lyzl6",0,2,0,0,0,0,0
"Lzic",4,10,7,5,2,5,1
"Lztfl1",11,17,13,5,8,8,6
"Lztr1",9,22,18,4,7,12,6
"Lzts1",0,6,4,1,0,1,0
"Lzts2",3,4,2,0,0,3,0
"Lzts3",2,5,4,0,2,3,0
"M6pr",5,6,6,3,2,5,1
"Macc1",0,1,0,0,0,0,0
"Macf1",103,116,108,81,73,101,54
"Macir",0,3,3,0,1,2,0
"Maco1",10,16,11,6,9,10,5
"Macrod1",6,9,10,1,1,4,0
"Macrod2",10,31,19,4,8,14,6
"Macroh2a1",3,13,13,4,5,9,3
"Macroh2a2",2,8,7,2,4,4,1
"Mad1l1",5,17,10,3,4,10,2
"Mad2l1",1,5,3,0,2,2,0
"Mad2l1bp",0,1,1,0,0,2,0
"Mad2l2",1,9,8,0,3,1,1
"Madcam1",0,0,0,0,0,0,0
"Madd",12,45,35,5,6,18,3
"Maea",3,8,5,3,1,4,2
"Mael",0,2,0,0,0,0,0
"Maf",1,2,2,1,0,2,0
"Maf1",2,8,3,1,0,6,0
"Maff",0,0,0,0,0,0,0
"Mafg",0,6,1,0,1,1,0
"Mafk",0,1,1,0,0,0,0
"Mag",5,13,9,4,2,16,2
"Mageb16",0,0,0,0,0,0,0
"Mageb18",0,0,0,0,0,0,0
"Maged1",8,13,11,3,7,6,2
"Maged2",3,12,8,1,5,7,5
"Magi1",18,33,31,5,9,24,2
"Magi2",14,35,26,7,14,22,6
"Magi3",16,24,18,6,5,11,4
"Magix",0,1,0,0,0,0,0
"Magoh",4,4,4,3,2,3,3
"Magohb",3,6,5,2,1,4,1
"Magt1",9,9,9,7,5,9,6
"Maip1",3,4,4,1,2,4,2
"Mak",0,15,7,1,0,2,1
"Mak16",6,9,9,3,4,7,2
"Mal",2,3,3,3,2,3,2
"Mal2",3,3,3,2,0,2,0
"Malrd1",0,1,0,0,0,0,0
"Malsu1",4,6,6,4,3,4,4
"Malt1",8,20,12,6,5,10,3
"Mamdc2",1,9,1,0,0,2,0
"Mamdc4",2,7,1,1,2,3,1
"Maml1",1,3,1,1,1,0,0
"Maml2",3,1,2,2,1,2,1
"Maml3",1,4,2,0,0,1,0
"Mamld1",2,6,6,1,2,2,2
"Man1a",5,13,12,3,0,13,2
"Man1a2",6,16,14,5,4,10,4
"Man1b1",7,16,8,5,2,8,3
"Man1c1",3,11,9,3,0,5,0
"Man2a1",4,22,20,4,5,14,6
"Man2a2",10,22,24,7,4,16,3
"Man2b1",7,21,15,14,7,13,3
"Man2b2",6,19,12,7,1,5,2
"Man2c1",9,29,21,5,5,11,5
"Manba",3,16,14,2,1,5,1
"Manbal",1,2,2,1,0,2,0
"Manea",2,5,5,1,1,2,1
"Maneal",0,4,3,0,1,3,0
"Manf",4,6,5,2,3,4,1
"Mansc1",2,3,2,0,0,2,0
"Mansc4",0,0,0,0,0,0,0
"Maoa",8,12,7,0,2,6,3
"Maob",9,7,1,0,0,3,1
"Map1a",3,9,7,0,0,6,0
"Map1b",5,6,6,4,2,7,2
"Map1lc3a",2,3,3,1,0,3,1
"Map1lc3b",2,3,2,1,1,2,1
"Map1s",3,6,6,2,0,2,2
"Map2",21,32,26,7,17,19,9
"Map2k1",4,11,6,2,1,5,1
"Map2k2",7,13,11,4,7,8,6
"Map2k3",2,11,9,0,0,2,1
"Map2k4",7,15,14,6,7,9,3
"Map2k5",10,23,18,5,9,13,3
"Map2k6",10,13,12,0,0,4,0
"Map2k7",1,1,1,0,0,1,0
"Map3k1",4,8,10,6,6,4,1
"Map3k10",2,10,9,1,3,7,1
"Map3k11",1,9,6,1,0,3,1
"Map3k12",8,21,14,2,3,8,0
"Map3k13",0,11,6,0,3,2,0
"Map3k14",5,8,4,3,3,3,2
"Map3k15",1,10,2,0,0,3,0
"Map3k19",8,6,2,0,0,1,0
"Map3k2",7,16,16,3,7,9,2
"Map3k20",5,7,7,2,1,2,1
"Map3k21",0,7,3,0,0,0,0
"Map3k3",5,16,11,4,6,7,8
"Map3k4",7,27,21,3,6,11,4
"Map3k5",10,33,17,8,5,10,3
"Map3k6",1,6,4,0,0,1,1
"Map3k7",9,17,13,6,7,12,5
"Map3k7cl",0,1,0,0,0,0,0
"Map3k8",0,6,3,3,0,0,1
"Map3k9",1,11,7,2,3,4,1
"Map4",14,22,19,7,5,17,5
"Map4k1",1,10,4,2,1,2,0
"Map4k2",5,33,25,9,3,17,4
"Map4k3",14,36,27,7,8,24,6
"Map4k4",22,36,30,14,19,28,6
"Map4k5",12,34,24,7,5,27,4
"Map6",2,3,2,0,1,2,1
"Map6d1",0,2,2,0,0,2,1
"Map7",4,23,19,3,9,20,1
"Map7d1",11,20,18,5,3,20,5
"Map7d2",7,22,20,7,13,13,6
"Map7d3",3,0,0,1,0,0,2
"Map9",11,17,14,4,7,12,5
"Mapk1",9,13,8,7,7,8,6
"Mapk10",12,21,18,4,9,13,3
"Mapk11",0,12,6,0,0,3,0
"Mapk12",2,11,3,0,0,0,1
"Mapk13",0,3,0,0,0,1,0
"Mapk14",3,13,11,3,3,8,3
"Mapk15",0,7,0,0,1,0,0
"Mapk1ip1",1,3,1,2,0,0,0
"Mapk1ip1l",1,4,3,2,0,3,0
"Mapk3",4,9,7,4,1,7,1
"Mapk4",5,5,3,2,1,5,1
"Mapk6",3,5,2,3,2,3,0
"Mapk7",2,13,8,0,4,5,1
"Mapk8",5,13,11,1,3,7,2
"Mapk8ip1",7,12,11,4,4,11,1
"Mapk8ip2",0,11,10,0,1,1,0
"Mapk8ip3",13,37,33,5,8,22,4
"Mapk9",8,17,15,4,7,9,4
"Mapkap1",10,18,12,5,5,13,4
"Mapkapk2",2,9,6,1,2,5,1
"Mapkapk3",1,5,4,0,0,0,2
"Mapkapk5",0,1,0,0,1,1,0
"Mapkbp1",7,28,17,1,2,8,3
"Mapre1",5,6,6,4,4,5,2
"Mapre2",7,10,6,3,1,9,4
"Mapre3",5,8,7,1,3,6,3
"Mapt",8,23,15,6,7,14,4
"Marchf1",2,15,10,6,7,9,2
"Marchf10",0,12,3,1,0,2,0
"Marchf11",0,4,4,1,1,1,0
"Marchf2",5,10,8,0,2,3,1
"Marchf3",2,4,1,0,1,2,2
"Marchf4",0,3,3,0,0,1,0
"Marchf5",6,7,7,3,3,6,4
"Marchf6",19,25,24,8,8,20,10
"Marchf7",11,18,11,10,9,12,7
"Marchf8",4,12,9,2,5,11,2
"Marchf9",1,3,2,1,0,0,0
"Marcks",1,1,1,1,1,1,1
"Marcksl1",0,1,1,1,1,1,0
"Marf1",18,27,24,11,6,19,4
"Mark1",10,19,17,2,6,9,5
"Mark2",8,22,14,5,4,10,3
"Mark3",14,23,19,9,5,15,8
"Mark4",4,17,13,3,3,4,2
"Mars1",13,23,19,1,6,15,2
"Marveld1",0,1,0,0,0,0,0
"Marveld2",0,4,0,1,0,0,0
"Marveld3",0,1,1,0,1,0,0
"Mas1",0,5,0,0,0,1,0
"Masp1",6,7,8,0,3,8,1
"Masp2",3,4,2,1,0,3,1
"Mast1",1,27,23,2,6,8,2
"Mast2",7,35,29,3,6,14,2
"Mast3",5,32,23,8,7,30,3
"Mast4",17,44,30,4,7,26,7
"Mastl",2,5,4,0,1,3,0
"Mat1a",0,1,0,0,0,0,0
"Mat2a",8,9,9,6,7,9,4
"Mat2b",6,8,8,4,5,7,3
"Matk",4,17,16,7,6,11,2
"Matn1",0,1,0,0,0,1,0
"Matn2",3,19,12,2,2,11,0
"Matn3",0,1,0,0,0,0,0
"Matn4",2,8,2,1,10,5,1
"Matr3",2,3,3,1,2,2,2
"Mau2",8,20,15,3,3,15,2
"Mavs",3,2,0,2,1,1,0
"Max",5,6,7,3,0,5,1
"Maz",3,8,7,1,2,2,0
"Mb21d2",0,1,1,0,0,1,0
"Mbd1",7,18,13,2,5,6,2
"Mbd2",7,9,6,2,5,4,5
"Mbd3",5,7,8,3,3,4,1
"Mbd4",3,7,5,2,4,5,0
"Mbd5",11,31,19,5,12,15,4
"Mbd6",8,18,15,3,6,11,5
"Mbip",4,10,8,2,5,9,5
"Mblac2",0,2,0,0,0,0,0
"Mbnl1",11,23,19,13,9,14,6
"Mbnl2",8,12,11,2,2,8,2
"Mbnl3",0,2,0,0,0,0,0
"Mboat1",0,2,2,0,3,9,0
"Mboat2",11,19,14,2,9,9,1
"Mboat7",3,8,8,1,1,3,0
"Mbp",2,12,8,1,2,9,0
"Mbtd1",6,30,14,5,1,13,3
"Mbtps1",8,26,20,3,5,12,5
"Mbtps2",8,13,11,4,2,7,1
"Mcam",1,1,1,0,1,15,2
"Mcat",2,5,1,0,0,1,0
"Mcc",9,17,15,1,1,4,2
"Mccc1",15,22,18,2,8,15,3
"Mccc2",10,17,14,1,3,7,3
"Mcee",4,5,5,1,2,4,1
"Mcemp1",0,1,0,0,0,0,0
"Mcf2",2,24,20,0,3,3,2
"Mcf2l",10,37,32,0,5,16,1
"Mcfd2",2,4,2,1,1,3,0
"Mchr1",0,1,0,0,0,1,0
"Mcidas",0,0,0,0,0,0,0
"Mcl1",2,2,2,2,2,2,2
"Mcm10",0,9,4,0,1,2,0
"Mcm2",0,3,0,0,1,0,0
"Mcm3",1,2,1,1,2,2,2
"Mcm3ap",12,28,20,6,5,12,4
"Mcm4",3,16,7,2,6,5,0
"Mcm5",0,7,2,0,0,1,0
"Mcm6",1,8,6,2,5,1,2
"Mcm7",2,11,9,4,3,3,1
"Mcm8",3,8,4,1,1,3,1
"Mcm9",7,9,7,2,6,6,3
"Mcmbp",7,16,10,5,3,9,3
"Mcmdc2",0,18,11,1,2,4,1
"Mcoln1",5,14,11,1,4,7,2
"Mcoln2",0,0,0,0,0,0,0
"Mcph1",6,19,13,3,5,6,2
"Mcpt8",0,0,0,0,0,0,0
"Mcrip1",1,4,4,1,2,2,0
"Mcrip2",2,5,6,1,0,2,1
"Mcrs1",5,14,10,2,2,4,1
"Mctp1",3,23,21,8,1,11,2
"Mctp2",0,15,4,0,0,1,0
"Mcts1",6,9,8,6,5,7,5
"Mcu",7,10,8,3,4,5,3
"Mcub",1,5,3,0,0,1,0
"Mcur1",8,8,7,4,6,8,4
"Mdc1",7,14,9,3,4,7,2
"Mdfic",2,0,1,1,2,0,1
"Mdfic2",0,3,0,0,0,2,0
"Mdga1",4,16,5,0,2,2,0
"Mdga2",13,20,18,4,12,13,3
"Mdh1",6,9,8,6,6,8,4
"Mdh1b",0,9,2,0,0,0,0
"Mdh2",5,9,8,2,2,6,1
"Mdk",4,3,4,1,3,2,3
"Mdm1",2,13,10,1,3,2,0
"Mdm2",8,14,11,7,5,12,3
"Mdm4",14,18,17,9,10,11,5
"Mdn1",39,107,92,23,26,59,10
"Mdp1",4,5,5,4,5,5,2
"Me1",8,15,7,1,4,6,1
"Me2",4,16,13,4,5,8,4
"Me3",3,22,18,3,4,12,2
"Mea1",3,5,4,2,2,3,1
"Meaf6",6,12,7,5,5,7,3
"Meak7",1,7,4,0,0,1,0
"Mecom",0,0,0,0,0,0,1
"Mecp2",2,5,4,1,1,5,1
"Mecr",1,13,8,2,0,3,2
"Med1",7,18,13,6,6,10,7
"Med10",2,3,3,0,0,2,0
"Med11",0,2,0,0,0,1,0
"Med12",24,39,25,6,16,21,4
"Med12l",20,56,41,13,15,26,3
"Med13",19,29,30,7,11,23,5
"Med13l",7,33,21,7,4,15,5
"Med14",10,32,29,6,10,20,5
"Med15",8,24,12,2,2,8,2
"Med16",3,13,4,1,0,2,1
"Med17",8,13,9,3,3,8,1
"Med18",0,2,1,0,0,0,0
"Med19",2,4,4,1,2,3,1
"Med21",2,5,4,1,2,3,0
"Med22",1,3,3,2,2,1,1
"Med23",10,32,21,6,7,14,2
"Med24",11,30,19,5,6,14,4
"Med25",9,23,18,3,4,10,3
"Med26",0,2,2,0,1,0,0
"Med27",5,8,7,3,4,7,2
"Med28",1,3,4,1,1,2,0
"Med29",3,4,3,0,1,2,0
"Med30",3,3,3,0,0,2,2
"Med31",2,3,3,2,2,3,1
"Med4",5,6,4,0,3,4,0
"Med6",5,7,6,5,5,7,2
"Med7",1,5,4,1,1,4,0
"Med8",4,10,8,3,4,7,2
"Med9",1,1,1,0,0,0,0
"Mef2a",9,18,15,11,7,10,5
"Mef2b",0,1,0,0,0,0,0
"Mef2c",10,30,18,14,4,16,9
"Mef2d",4,13,8,5,0,10,1
"Megf10",14,8,2,0,1,13,2
"Megf11",1,23,10,2,13,5,2
"Megf6",0,3,5,0,0,0,3
"Megf8",3,40,35,6,2,12,2
"Megf9",5,6,5,1,2,5,2
"Mei1",1,30,7,3,1,7,3
"Mei4",0,5,3,0,0,1,0
"Meig1",1,4,1,0,0,1,0
"Meiob",0,0,0,0,0,0,0
"Meiosin",0,4,0,0,0,2,0
"Meis1",5,5,6,0,4,8,0
"Meis2",6,18,10,0,3,2,0
"Meis3",5,16,14,2,5,5,0
"Melk",1,11,3,1,1,0,0
"Meltf",0,3,0,0,0,0,0
"Memo1",7,13,11,7,5,7,2
"Men1",2,10,6,0,1,2,0
"Mep1a",0,0,0,0,0,0,0
"Mep1b",0,0,0,0,0,0,0
"Mepce",1,4,2,0,0,2,0
"Mertk",19,6,3,10,5,10,1
"Mesd",2,3,2,1,2,2,2
"Mest",2,12,11,3,7,9,3
"Met",2,20,3,1,0,1,0
"Metap1",5,10,10,2,3,8,3
"Metap1d",11,15,13,8,6,11,5
"Metap2",8,15,12,4,5,9,8
"Metrn",3,2,3,0,0,3,0
"Metrnl",3,3,1,0,0,0,0
"Mettl1",3,7,4,3,3,2,2
"Mettl11b",1,0,0,0,0,0,0
"Mettl14",2,10,5,0,3,3,2
"Mettl15",4,7,6,3,4,5,1
"Mettl16",7,19,10,2,7,9,3
"Mettl17",7,17,12,4,6,9,5
"Mettl18",0,2,1,0,0,2,0
"Mettl2",1,11,10,1,2,6,1
"Mettl21a",2,3,3,2,1,3,0
"Mettl21e",0,1,0,0,0,0,0
"Mettl22",5,11,9,2,5,5,2
"Mettl23",4,6,6,3,4,5,3
"Mettl24",2,6,3,0,1,0,0
"Mettl25",7,13,10,5,3,6,3
"Mettl26",4,8,7,5,4,5,4
"Mettl27",1,6,0,0,1,0,0
"Mettl3",7,11,9,4,3,6,1
"Mettl4",4,12,7,2,2,7,2
"Mettl5",7,9,7,4,4,6,5
"Mettl6",3,7,8,1,1,4,1
"Mettl7a1",2,5,1,0,0,1,1
"Mettl8",5,12,10,2,4,5,1
"Mettl9",3,5,4,1,3,3,1
"Mex3a",0,1,1,0,0,0,0
"Mex3b",0,1,1,1,0,1,0
"Mex3c",1,1,1,0,0,1,0
"Mex3d",0,2,1,0,0,1,0
"Mfap1a",0,0,0,0,0,0,0
"Mfap1b",0,0,0,0,0,0,0
"Mfap2",0,9,3,0,5,1,0
"Mfap3",1,4,3,1,0,2,1
"Mfap3l",2,2,2,0,0,1,0
"Mfap4",0,3,0,0,0,0,2
"Mfap5",0,0,0,0,0,0,2
"Mff",8,16,16,5,7,12,3
"Mfge8",8,8,7,0,2,7,1
"Mfhas1",3,5,4,2,1,2,0
"Mfn1",18,23,16,5,6,15,5
"Mfn2",9,22,19,4,6,6,3
"Mfng",0,0,0,2,1,0,0
"Mfsd1",8,15,12,6,7,9,4
"Mfsd10",6,18,13,1,1,8,3
"Mfsd11",5,13,8,1,1,4,1
"Mfsd12",1,9,8,1,1,3,1
"Mfsd13a",3,8,7,0,0,2,1
"Mfsd13b",0,5,0,0,0,2,0
"Mfsd14a",5,7,5,3,1,5,2
"Mfsd14b",7,11,11,1,4,7,2
"Mfsd2a",12,8,1,0,7,7,0
"Mfsd2b",0,1,1,0,0,0,0
"Mfsd3",4,4,3,0,1,2,0
"Mfsd4a",2,15,11,2,0,3,0
"Mfsd4b4",0,5,1,0,0,2,0
"Mfsd4b5",0,0,0,0,0,0,0
"Mfsd5",1,1,1,0,0,0,0
"Mfsd6",1,9,8,0,2,7,1
"Mfsd7a",0,1,0,0,0,0,0
"Mfsd8",5,12,9,1,2,7,3
"Mfsd9",2,6,2,0,1,1,1
"Mga",15,26,23,8,7,20,6
"Mgam",0,0,0,0,0,0,0
"Mgat1",2,4,2,2,2,1,2
"Mgat3",0,1,1,0,0,0,0
"Mgat4a",3,20,16,13,6,12,4
"Mgat4b",4,14,12,3,2,5,3
"Mgat4c",7,20,18,4,1,6,1
"Mgat5",16,21,17,7,4,16,1
"Mgat5b",1,18,13,2,4,3,1
"Mgl2",0,0,2,2,0,1,0
"Mgll",8,9,8,6,8,7,3
"Mgme1",3,5,4,2,0,4,0
"Mgmt",0,2,2,1,0,1,0
