"","B cells","CDIC-A","CDIC-B","CDPC","Connecting tubule cells","DCT","Dendritic cells","Endothelial cells","Mesenchymal cells","PCT","PST","Podocytes","Proximal tubule cells","T cells","T regulatory cells","Thick ascending limb (LOH)","Thin ascending limb (LOH)","Thin descending limb (LOH)"
"Nme6",0,2,1,3,0,1,1,2,5,3,5,1,3,0,0,5,0,3
"Nme7",3,8,6,9,1,11,8,14,14,16,14,6,14,2,1,12,7,2
"Nme8",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Nme9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Nmi",2,6,4,10,3,10,8,12,12,12,12,4,12,3,3,12,5,4
"Nmnat1",1,2,2,4,0,3,2,4,3,4,4,1,5,2,1,5,1,2
"Nmnat2",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
"Nmnat3",0,0,1,4,1,5,5,6,5,6,9,1,7,1,0,5,4,3
"Nmral1",0,1,0,2,0,2,0,1,2,3,3,0,1,1,0,3,0,1
"Nmrk1",3,6,7,10,3,10,6,10,10,11,10,6,10,4,2,9,7,7
"Nmt1",2,2,2,7,2,10,2,10,10,12,11,3,8,4,1,12,4,4
"Nmt2",3,2,1,7,0,9,3,11,10,11,13,4,11,1,0,13,4,5
"Nnat",0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,1
"Nnmt",0,0,0,0,1,1,0,2,2,3,2,0,1,0,0,1,0,0
"Nnt",6,11,10,15,4,16,11,20,16,15,19,6,16,5,6,16,12,12
"Noa1",1,2,4,6,2,5,3,7,6,7,5,4,6,2,1,6,4,3
"Nob1",2,2,3,5,2,6,4,9,7,7,8,2,7,1,1,8,4,3
"Nobox",0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
"Noc2l",3,8,8,10,3,15,11,14,17,15,18,5,12,4,3,14,10,7
"Noc3l",4,4,4,10,2,13,5,14,13,16,13,0,15,3,3,15,5,5
"Noc4l",1,1,0,5,0,3,2,5,5,4,7,1,3,0,2,3,1,0
"Noct",0,0,1,1,1,1,0,2,1,2,1,1,3,1,1,1,2,1
"Nod1",0,3,3,3,0,8,4,6,6,10,7,2,9,0,1,9,2,2
"Nod2",0,0,1,2,0,3,0,4,1,2,1,0,2,0,0,3,0,0
"Nodal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nol10",2,6,7,12,2,18,9,14,14,19,18,5,19,3,0,17,4,3
"Nol11",3,7,9,11,3,14,13,15,16,18,16,10,16,5,4,15,10,7
"Nol12",2,1,1,3,0,4,3,6,5,6,6,1,5,1,0,6,1,3
"Nol3",1,1,1,1,1,2,2,2,1,2,2,0,1,0,0,2,1,2
"Nol4l",0,0,0,5,0,7,1,5,4,5,7,0,5,0,0,4,0,2
"Nol6",1,1,4,5,1,6,4,7,10,13,11,0,8,1,0,6,1,3
"Nol7",6,6,7,7,7,7,7,8,7,9,9,6,7,4,4,8,7,6
"Nol8",5,9,10,15,2,15,11,18,16,15,20,6,18,8,4,19,11,7
"Nol9",1,5,3,9,2,10,8,12,9,10,12,1,9,0,1,9,3,4
"Nolc1",4,6,6,12,2,14,8,13,12,14,14,5,14,3,1,14,5,8
"Nom1",0,1,4,8,1,6,3,9,6,8,11,4,10,0,0,9,3,3
"Nomo1",2,9,8,14,0,17,9,22,27,22,23,5,20,0,0,18,5,2
"Nono",3,4,7,11,2,12,11,12,11,12,12,8,12,2,5,12,6,8
"Nop10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Nop14",6,10,10,13,5,13,13,14,14,16,15,10,15,7,7,16,11,11
"Nop16",0,3,1,4,0,4,4,4,4,4,4,1,4,2,0,4,1,1
"Nop2",3,0,4,7,0,9,4,12,12,12,13,2,11,0,1,12,7,0
"Nop53",3,9,7,10,4,11,9,11,10,12,12,5,12,5,4,12,8,8
"Nop56",2,7,5,12,4,11,12,14,12,13,12,7,13,5,5,13,7,9
"Nop58",6,10,10,13,5,14,11,15,15,17,18,8,16,8,3,15,9,8
"Nop9",1,4,2,5,1,6,4,6,5,6,6,2,7,0,0,5,3,3
"Nopchap1",3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3
"Nos1",0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,2,0,0
"Nos1ap",3,4,2,7,4,7,4,9,7,9,10,4,8,3,2,9,4,6
"Nos2",0,0,2,0,0,2,0,2,0,4,8,0,2,0,0,3,1,0
"Nos3",3,3,1,7,0,7,2,10,10,6,11,0,10,0,0,10,1,1
"Nosip",2,3,3,6,5,6,4,7,7,7,9,3,7,2,2,7,5,2
"Nostrin",4,7,4,10,1,12,8,15,15,14,15,7,12,6,4,12,8,9
"Notch1",0,5,1,9,0,15,9,21,14,22,25,3,26,0,1,16,5,1
"Notch2",2,9,8,17,2,22,14,28,20,22,30,5,28,3,4,24,9,6
"Notch3",2,3,2,5,0,8,5,14,8,10,14,1,13,0,0,12,3,0
"Notch4",1,2,5,10,2,12,7,17,16,14,22,0,23,2,3,16,3,5
"Notum",0,0,2,5,1,4,0,8,4,4,7,2,8,0,0,6,2,1
"Nova1",0,1,0,2,0,2,2,3,2,3,2,0,1,0,0,1,0,2
"Nova2",0,0,0,2,0,3,0,3,1,1,4,0,1,0,0,2,0,0
"Nox1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Nox4",9,14,14,19,6,21,14,23,20,22,20,13,20,10,6,21,14,14
"Noxa1",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Noxo1",0,0,0,1,0,2,0,3,1,1,2,0,1,0,0,2,1,0
"Noxred1",0,1,0,2,0,1,1,1,2,1,3,1,1,0,2,2,0,0
"Npas1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Npas2",0,4,6,5,2,6,6,11,11,13,12,2,12,0,0,11,1,3
"Npas3",0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,0
"Npas4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Npat",6,6,5,16,3,13,9,17,16,17,16,5,16,2,1,17,5,3
"Npb",0,0,0,1,0,3,0,1,2,0,3,0,3,0,1,3,0,0
"Npc1",1,4,4,8,0,13,6,16,15,15,13,3,11,0,0,15,4,8
"Npc1l1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Npc2",1,2,3,3,0,3,3,3,3,3,4,1,3,3,3,3,3,3
"Npdc1",1,1,2,2,1,5,6,4,6,7,7,2,7,1,0,6,2,1
"Npepl1",3,6,6,10,1,9,9,10,9,11,11,5,10,2,5,12,5,4
"Npepps",9,11,11,20,6,22,15,28,25,24,27,11,26,9,4,26,13,7
"Npffr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nphp1",3,5,8,10,0,17,7,16,15,16,17,7,18,4,1,16,6,10
"Nphp3",6,7,5,16,3,18,7,23,19,19,24,4,23,3,1,18,7,7
"Nphp4",0,1,0,1,0,1,0,6,4,6,7,1,4,0,0,4,2,0
"Nphs1",0,1,2,6,0,4,2,7,7,10,11,1,5,0,1,7,1,1
"Nphs2",0,1,3,3,0,5,1,6,6,5,8,1,5,0,1,7,1,2
"Npl",0,4,1,1,0,7,1,7,6,7,10,1,6,0,1,6,2,4
"Nploc4",3,5,6,11,3,13,8,15,15,16,17,5,13,2,1,16,4,5
"Npm1",7,9,9,10,9,10,10,10,11,11,11,7,11,8,6,10,10,10
"Npm2",1,2,1,2,0,4,0,2,1,3,4,1,5,0,0,5,0,1
"Npm3",3,3,3,4,2,4,4,5,5,5,4,3,5,3,3,4,5,2
"Npnt",4,7,5,9,4,12,6,14,11,12,14,6,14,3,2,12,9,7
"Nppa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nppc",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Npr1",3,3,6,13,2,12,8,18,18,17,20,5,19,2,2,16,5,8
"Npr2",2,5,7,12,1,12,8,20,15,18,16,2,12,1,3,15,4,4
"Npr3",1,0,1,7,0,5,2,8,3,6,6,2,6,0,0,4,2,2
"Nprl2",3,5,5,8,1,11,7,9,10,8,11,3,8,3,2,10,7,4
"Nprl3",1,2,2,8,2,8,3,13,10,10,14,3,9,2,1,11,5,4
"Npsr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nptn",6,7,5,7,1,7,5,10,8,8,7,5,8,5,1,7,7,5
"Nptx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npvf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npy",2,2,2,2,1,2,2,2,3,2,3,1,3,1,0,3,2,2
"Npy1r",0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,1
"Npy6r",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Nqo1",0,3,3,4,0,5,3,5,4,5,5,1,4,1,1,5,3,1
"Nqo2",1,3,0,5,0,6,4,8,8,7,6,2,6,0,1,8,2,3
"Nr0b2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Nr1d1",2,2,3,6,0,5,3,6,6,7,6,1,6,2,1,7,4,3
"Nr1d2",4,6,4,6,4,7,6,7,7,7,7,3,8,3,4,9,6,5
"Nr1h2",2,2,3,11,0,8,3,10,9,9,12,4,11,0,2,10,0,3
"Nr1h3",0,2,1,5,0,9,6,9,7,10,9,1,9,2,1,7,4,1
"Nr1h4",7,6,8,8,5,9,7,10,11,10,11,8,11,6,3,11,7,7
"Nr1i2",0,1,0,1,0,4,3,7,6,4,6,1,5,0,0,4,2,0
"Nr1i3",0,0,0,1,0,4,1,1,0,2,1,0,2,0,0,3,0,0
"Nr2c1",2,4,5,5,0,9,7,9,7,9,11,4,11,3,2,9,3,2
"Nr2c2",2,8,8,12,1,12,7,16,13,14,18,1,13,4,1,16,3,3
"Nr2c2ap",1,1,2,2,1,4,2,4,3,2,3,1,5,1,1,4,2,1
"Nr2e3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr2f1",0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,0
"Nr2f2",1,1,1,3,1,2,3,2,3,3,2,1,2,1,1,3,2,1
"Nr2f6",1,1,2,4,1,3,2,4,3,5,6,0,5,1,1,4,1,2
"Nr3c1",4,8,8,8,6,11,9,12,11,13,12,6,13,6,4,12,10,7
"Nr3c2",2,3,6,8,2,7,5,7,9,8,9,4,8,4,4,9,4,3
"Nr4a1",0,0,0,2,0,2,1,4,4,3,4,0,3,0,0,3,1,0
"Nr4a2",0,0,0,2,1,2,0,4,2,4,1,0,3,1,0,2,1,1
"Nr4a3",0,0,0,2,0,1,0,1,1,2,1,0,1,0,0,3,1,0
"Nr5a2",0,0,0,0,0,1,0,3,1,1,3,0,2,0,0,1,0,0
"Nr6a1",0,4,5,5,3,6,5,7,8,6,12,2,8,1,5,8,2,3
"Nradd",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1
"Nrap",0,1,1,4,1,7,4,8,6,5,10,2,5,1,1,4,1,3
"Nras",1,2,3,5,0,6,5,7,5,9,8,2,7,0,0,4,2,3
"Nrbf2",1,1,2,2,1,3,1,3,3,3,5,1,3,1,0,2,1,0
"Nrbp1",2,3,5,9,3,13,9,16,14,16,14,4,14,2,3,15,7,5
"Nrbp2",2,5,3,11,1,13,7,13,13,13,15,2,14,5,0,14,6,4
"Nrcam",0,0,1,3,0,1,0,4,4,4,4,1,4,0,0,7,3,0
"Nrd1",11,21,14,28,7,31,21,31,34,30,32,14,31,10,9,28,19,17
"Nrde2",3,2,1,6,1,9,6,9,11,11,13,4,13,4,2,10,4,2
"Nrep",0,2,0,1,0,5,1,5,5,3,5,0,5,0,0,4,1,2
"Nrf1",3,3,3,10,0,13,5,11,14,14,15,3,15,5,1,13,5,8
"Nrg1",0,1,1,5,2,5,4,8,7,8,10,1,6,2,1,6,3,3
"Nrg2",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Nrg4",0,0,1,2,0,2,1,4,3,3,4,0,3,1,0,3,1,1
"Nrgn",0,1,0,1,0,1,1,2,1,2,2,0,2,1,1,2,1,0
"Nrip1",2,4,2,4,2,3,3,5,4,5,5,3,6,3,1,4,4,3
"Nrip2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrip3",0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,2,1,0
"Nrk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrm",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Nrn1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrn1l",0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
"Nrp1",7,14,13,14,7,17,12,18,17,17,17,11,18,12,9,17,13,13
"Nrp2",2,7,4,8,2,10,7,12,13,12,13,3,11,1,0,12,2,4
"Nrros",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0
"Nrtn",0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,2,0,0
"Nrxn1",0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"Nrxn2",0,0,0,2,0,1,0,4,0,1,2,0,2,0,0,1,0,0
"Nrxn3",1,1,0,1,2,4,1,6,4,4,4,0,2,1,0,4,0,1
"Nsa2",3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2
"Nsd1",16,23,17,27,12,30,23,30,32,31,32,19,32,14,16,33,24,24
"Nsd2",5,6,9,16,1,17,13,25,20,20,23,6,23,5,4,20,14,11
"Nsd3",8,17,18,24,9,25,20,26,26,25,26,13,27,9,5,24,21,16
"Nsdhl",1,3,2,6,1,7,3,7,7,7,7,4,7,2,2,7,4,3
"Nsf",5,10,7,13,2,17,10,18,16,16,18,5,16,5,2,16,11,9
"Nsfl1c",2,3,6,6,2,7,7,8,9,9,8,3,8,2,3,10,4,5
"Nsg1",0,0,0,2,0,1,1,2,1,2,3,0,1,0,0,2,0,0
"Nsg2",0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0
"Nsl1",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"Nsmaf",5,14,12,21,3,23,13,29,27,26,30,9,28,5,4,30,10,10
"Nsmce1",4,3,3,6,0,5,4,6,6,6,7,4,6,2,3,5,5,2
"Nsmce2",5,5,6,5,2,9,8,8,7,9,9,5,7,2,1,7,7,6
"Nsmce4a",6,8,4,10,4,11,9,12,11,11,12,5,12,7,5,10,8,6
"Nsmf",0,3,6,9,1,10,9,13,10,10,13,4,11,1,0,12,4,5
"Nsrp1",4,4,6,5,3,7,4,6,6,7,7,4,7,4,1,7,5,4
"Nsun2",4,10,9,16,3,19,11,18,18,15,20,6,15,5,4,17,7,8
"Nsun3",1,2,2,1,2,5,2,5,6,6,5,1,2,0,0,5,1,2
"Nsun4",0,1,2,3,0,4,1,6,5,4,6,1,7,1,2,4,1,1
"Nsun5",1,1,1,3,1,3,2,4,4,8,7,1,6,1,1,7,2,3
"Nsun6",2,3,3,5,1,8,4,9,9,8,10,2,10,0,0,10,5,2
"Nsun7",0,3,5,5,1,5,2,3,7,8,7,1,8,0,0,9,0,1
"Nt5c",2,4,4,4,2,4,4,6,5,5,6,3,5,1,1,5,4,4
"Nt5c1a",0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0
"Nt5c2",9,6,11,15,4,16,15,22,20,25,21,10,22,7,4,20,8,10
"Nt5c3",1,3,4,7,1,8,5,11,8,8,10,5,10,1,2,10,5,2
"Nt5c3b",0,1,0,2,0,6,6,6,6,7,8,2,6,3,0,7,3,1
"Nt5dc1",4,5,4,10,3,13,9,12,12,13,15,7,13,5,4,14,9,4
"Nt5dc2",1,2,1,2,1,3,2,5,5,8,8,1,6,2,0,6,1,3
"Nt5e",2,4,4,9,0,9,8,9,8,9,11,5,9,5,1,9,5,7
"Nt5m",0,0,0,2,0,1,1,2,3,4,4,0,1,0,0,1,0,1
"Ntan1",4,9,6,13,3,12,9,14,14,12,14,6,13,3,3,12,7,6
"Ntf3",0,0,0,0,0,1,1,1,0,2,1,0,2,0,1,1,0,0
"Ntf5",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Nthl1",1,1,2,4,1,3,1,6,3,3,3,1,4,0,2,4,1,2
"Ntm",0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"Ntmt1",1,1,1,0,0,1,1,3,1,3,1,0,1,0,0,2,1,1
"Ntn1",1,1,3,5,1,6,4,5,4,5,6,2,7,1,1,6,3,2
"Ntn3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ntn4",2,5,4,8,2,8,6,9,8,8,9,4,9,4,2,9,5,7
"Ntng1",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Ntng2",0,2,0,1,0,0,1,1,1,1,4,0,2,0,0,1,0,0
"Ntpcr",1,1,0,1,0,1,1,4,2,3,5,1,3,0,0,0,0,0
"Ntrk1",0,0,0,1,0,0,1,1,1,3,1,0,0,0,0,1,0,0
"Ntrk2",0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0
"Ntrk3",0,0,1,4,0,3,0,3,3,4,5,2,6,0,0,2,0,1
"Nuak1",0,0,1,2,0,3,4,4,4,6,6,1,5,0,0,6,3,2
"Nuak2",3,2,4,6,1,5,3,7,7,7,6,3,6,2,2,6,4,3
"Nub1",4,7,8,13,4,15,11,13,16,14,15,5,15,4,2,15,6,6
"Nubp1",3,3,7,7,5,8,5,9,8,9,11,3,9,2,1,10,6,4
"Nubp2",0,1,0,2,0,1,0,2,3,2,6,1,1,0,0,2,0,1
"Nubpl",3,5,4,10,0,12,6,12,11,11,11,4,9,4,2,11,7,3
"Nucb1",5,5,1,10,1,11,8,13,13,12,12,3,11,2,0,12,4,3
"Nucb2",5,7,7,10,3,15,7,19,14,14,13,2,14,3,3,14,6,9
"Nucks1",6,7,7,7,6,7,8,7,7,7,7,7,7,5,5,7,7,7
"Nudc",3,6,4,7,2,6,7,7,7,7,7,6,7,4,2,7,7,5
"Nudcd1",1,3,4,6,2,6,5,9,11,11,11,5,8,1,0,8,1,0
"Nudcd2",1,2,1,2,1,4,3,4,4,4,4,1,4,1,2,4,2,1
"Nudcd3",0,1,1,4,1,6,4,5,5,6,5,2,5,2,0,4,3,3
"Nudt1",0,2,0,3,0,2,2,3,2,2,3,1,4,1,0,3,0,1
"Nudt10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nudt11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt12",3,3,5,6,1,6,6,6,6,6,6,3,6,3,3,6,5,5
"Nudt13",2,3,6,9,3,7,4,14,11,11,12,3,11,3,1,11,5,3
"Nudt14",0,1,2,1,1,1,2,3,3,4,4,2,3,1,0,4,1,1
"Nudt15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt16",0,0,0,0,0,2,1,1,1,0,1,0,1,0,0,2,0,0
"Nudt16l1",0,0,1,2,0,1,1,1,2,2,2,0,3,0,0,2,1,0
"Nudt17",1,0,0,2,0,3,1,3,2,3,3,0,2,0,1,2,0,0
"Nudt18",0,0,0,0,0,1,0,2,2,1,1,0,0,0,0,1,0,0
"Nudt19",2,2,2,2,2,3,3,3,3,3,3,2,3,3,2,4,3,3
"Nudt2",1,0,0,2,1,2,0,2,1,1,1,0,2,1,0,2,0,0
"Nudt21",0,0,1,2,0,4,1,2,2,1,2,1,2,0,0,2,1,0
"Nudt22",2,3,3,5,2,6,4,6,6,6,5,3,5,3,1,6,3,3
"Nudt4",3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3
"Nudt5",1,4,2,6,0,6,6,10,7,8,10,2,8,2,1,8,5,4
"Nudt6",1,0,1,2,0,3,1,4,3,6,4,1,3,0,0,4,4,1
"Nudt7",2,0,0,2,0,3,0,3,3,4,3,1,3,0,0,4,0,0
"Nudt9",2,4,3,6,3,8,6,8,6,8,9,3,7,1,1,7,2,1
"Nuf2",1,0,1,1,0,3,1,1,2,1,4,0,2,0,0,1,1,1
"Nufip1",1,6,4,7,2,7,6,9,8,9,8,4,8,6,1,9,5,5
"Nufip2",3,3,3,7,1,5,4,7,7,7,6,2,6,3,3,5,2,3
"Nuggc",0,1,0,0,0,1,1,4,2,1,1,0,3,0,0,0,0,0
"Numa1",8,13,14,22,3,27,20,28,28,28,29,18,27,8,4,29,18,17
"Numb",5,9,8,11,4,12,7,9,12,13,14,6,14,6,3,14,8,6
"Numbl",0,0,0,1,0,0,0,2,1,1,0,0,2,0,0,2,0,0
"Nup107",1,6,3,12,1,9,8,16,14,14,15,1,9,2,0,14,5,2
"Nup133",5,5,6,8,2,14,10,14,17,15,19,2,15,3,2,17,7,4
"Nup153",0,11,9,18,4,19,16,21,18,18,21,7,21,4,7,20,14,10
"Nup155",2,5,7,13,1,20,9,27,21,26,28,6,25,2,1,25,7,6
"Nup160",5,7,8,17,2,21,12,26,25,23,28,5,22,3,3,21,9,11
"Nup188",1,5,4,9,1,12,5,22,19,16,30,5,22,1,1,21,3,0
"Nup205",3,10,8,19,2,23,12,30,27,30,34,4,29,2,1,30,6,9
"Nup210",2,5,1,10,1,21,9,23,16,19,22,3,18,3,3,22,7,3
"Nup210l",0,0,0,2,0,4,1,6,2,0,8,0,4,0,0,6,0,0
"Nup214",6,15,16,20,9,25,12,34,28,28,31,8,32,6,4,25,16,12
"Nup35",0,1,0,0,0,0,0,1,3,2,1,0,1,0,0,2,0,0
"Nup37",1,2,3,5,1,5,4,9,10,9,10,1,8,3,1,9,3,2
"Nup43",1,1,1,4,0,2,2,4,3,4,6,2,5,3,0,4,1,1
"Nup50",1,5,5,7,1,7,5,7,7,7,8,4,7,1,2,8,6,4
"Nup54",3,5,3,9,3,11,6,11,11,10,11,6,11,4,3,11,5,4
"Nup62",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nup62cl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nup85",3,5,2,10,3,10,5,13,9,10,14,3,11,4,3,13,4,5
"Nup88",5,10,9,16,2,17,13,18,18,18,19,8,18,4,5,16,9,12
"Nup93",2,4,4,11,4,17,7,20,17,20,21,4,19,4,3,16,4,5
"Nup98",6,11,13,19,6,23,14,29,31,26,33,13,26,9,6,27,11,15
"Nupl2",2,2,1,2,0,2,2,4,2,3,2,1,5,1,0,3,1,4
"Nupr1",2,2,1,3,2,2,2,3,3,2,3,2,3,1,1,4,2,2
"Nupr1l",1,0,1,2,1,2,2,2,2,2,3,0,4,0,0,3,2,0
"Nus1",2,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4
"Nusap1",0,0,0,5,0,4,1,5,8,7,6,1,6,1,0,7,2,2
"Nutf2",0,1,1,2,0,4,1,4,4,5,4,0,4,2,0,4,2,1
"Nvl",4,8,10,18,2,18,13,22,22,22,23,9,19,6,6,22,12,7
"Nwd1",0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0
"Nwd2",0,1,0,1,0,1,0,2,1,0,0,0,0,0,0,2,0,0
"Nxf1",8,13,12,18,6,18,14,19,20,18,20,7,20,11,3,20,12,14
"Nxf2",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Nxf7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Nxn",0,2,3,4,0,5,2,5,6,5,6,1,5,2,0,6,2,0
"Nxpe2",0,0,0,0,0,1,0,2,1,2,3,0,1,0,0,2,0,0
"Nxpe3",0,2,0,3,0,3,1,5,4,4,4,0,3,0,1,4,2,0
"Nxpe4",0,0,1,2,0,8,1,3,3,4,3,0,5,1,0,6,1,1
"Nxph3",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nxph4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Nxt1",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
"Nxt2",0,1,0,2,2,4,1,2,3,4,4,1,4,1,1,3,1,2
"Nyap1",0,1,1,2,0,1,1,1,2,2,2,1,3,0,0,2,1,0
"Nynrin",1,1,1,2,0,0,0,2,3,5,4,2,4,0,0,2,0,2
"Oaf",0,0,0,2,0,4,1,2,3,3,3,0,3,0,0,3,1,0
"Oard1",1,1,2,3,0,6,4,5,6,5,7,0,4,0,0,5,4,3
"Oas1a",0,2,0,2,0,3,1,3,5,4,5,1,3,0,1,2,0,2
"Oas1b",0,1,0,1,0,1,0,0,2,1,4,0,2,0,0,1,0,0
"Oas1c",0,1,0,1,0,0,0,2,0,2,1,0,2,0,0,2,0,1
"Oas1f",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Oas1g",2,0,0,2,0,3,1,3,2,1,3,0,3,0,1,3,0,0
"Oas2",0,1,1,3,0,3,1,4,4,5,5,0,3,0,0,4,2,1
"Oas3",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"Oasl1",0,1,0,1,0,1,0,0,0,0,3,0,3,0,0,2,0,0
"Oasl2",0,2,1,3,0,4,1,5,5,5,5,0,5,0,0,4,4,1
"Oat",2,3,3,7,0,8,6,9,7,7,9,5,9,3,0,9,2,3
"Oaz1",3,4,5,5,4,6,5,6,6,5,6,3,7,4,3,6,5,4
"Oaz2",1,1,1,4,0,6,2,4,5,4,6,0,5,2,1,4,1,2
"Oaz3",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
"Obi1",3,2,0,4,0,3,2,3,3,5,4,0,4,2,0,5,2,2
"Obscn",0,0,0,1,0,0,1,1,0,2,1,0,1,0,0,1,0,0
"Obsl1",1,2,1,2,0,3,1,5,7,7,6,1,4,0,0,6,0,1
"Oca2",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Ocel1",2,2,4,3,0,4,4,4,4,4,4,3,3,4,0,4,3,2
"Ociad1",2,7,6,9,1,11,9,12,11,10,14,8,11,6,2,11,6,3
"Ociad2",0,3,3,5,1,6,4,5,6,5,6,2,7,0,0,5,2,2
"Ocln",1,4,1,6,1,10,3,9,9,7,7,3,8,1,1,7,2,4
"Ocrl",3,9,10,14,5,18,10,20,20,23,20,6,20,4,1,22,11,9
"Odad1",2,4,3,8,3,5,7,12,10,14,11,2,11,3,2,11,1,4
"Odad2",0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
"Odad3",0,2,1,2,0,2,2,5,3,4,6,1,2,0,0,1,1,2
"Odad4",0,0,1,2,0,4,3,4,2,4,5,1,3,0,0,3,0,1
"Odam",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Odc1",11,10,11,11,8,12,11,12,11,11,11,9,12,10,9,13,11,10
"Odf2",7,12,11,18,2,21,11,25,19,21,22,7,25,3,3,21,12,9
"Odf2l",5,8,11,14,6,16,12,19,16,18,17,8,16,5,3,17,15,11
"Odf3b",0,0,0,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0
"Odf4",0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0
"Odr4",7,10,10,14,6,15,13,14,16,15,14,12,15,11,9,15,11,11
"Ofd1",4,11,10,19,2,22,11,23,22,22,22,7,23,5,7,21,15,14
"Oga",7,11,15,15,5,16,14,16,16,16,16,11,17,8,4,16,14,10
"Ogdh",8,16,17,25,8,27,21,28,28,27,28,14,26,16,7,27,21,20
